timestamp [s],position_lat [semicircles],position_long [semicircles],distance [m],enhanced_speed [m/s],enhanced_altitude [m],heart_rate [bpm]
1054051386,382477065.0,414847007.0,12259.24,1.148,32.60000000000002,116.0
1054051388,382477100.0,414846900.0,12259.89,1.148,32.799999999999955,114.0
1054051393,382477257.0,414846815.0,12260.89,0.457,33.0,115.0
1054051400,382477266.0,414846712.0,12261.89,0.625,32.799999999999955,116.0
1054051406,382477184.0,414846814.0,12262.78,1.726,32.39999999999998,117.0
1054051409,382477253.0,414846877.0,12263.36,1.586,32.200000000000045,115.0
1054051414,382477384.0,414846821.0,12263.41,0.84,31.799999999999955,112.0
1054051417,382477391.0,414846724.0,12264.08,0.765,31.399999999999977,109.0
1054051424,382477351.0,414846637.0,12265.22,0.616,31.0,109.0
1054051429,382477543.0,414846773.0,12268.95,2.006,30.799999999999955,108.0
1054051430,382477690.0,414846783.0,12270.3,2.006,30.799999999999955,108.0
1054051431,382477625.0,414846684.0,12270.8,1.372,30.600000000000023,108.0
1054051433,382477571.0,414845495.0,12279.64,1.372,30.200000000000045,107.0
1054051438,382477229.0,414845877.0,12295.75,0.0,29.200000000000045,107.0
1054051440,382477270.0,414846409.0,12299.69,1.017,28.200000000000045,108.0
1054051443,382477319.0,414846768.0,12301.8,0.933,25.399999999999977,111.0
1054051448,382477345.0,414846745.0,12303.71,0.933,21.600000000000023,113.0
1054051450,382477359.0,414846725.0,12303.97,1.064,20.799999999999955,112.0
1054051452,382477324.0,414846352.0,12306.78,1.092,20.0,112.0
1054051456,382476927.0,414846136.0,12311.42,0.69,18.799999999999955,111.0
1054051459,382476864.0,414845988.0,12312.86,1.064,18.0,112.0
1054051462,382476884.0,414845994.0,12313.36,0.728,17.399999999999977,112.0
1054051469,382477088.0,414846027.0,12314.83,0.0,17.600000000000023,111.0
1054051476,382477053.0,414845957.0,12315.95,0.485,18.200000000000045,110.0
1054051484,382477077.0,414845982.0,12319.01,0.69,18.799999999999955,111.0
1054051491,382477141.0,414845927.0,12320.28,0.523,19.799999999999955,110.0
1054051497,382477123.0,414845871.0,12320.76,0.0,20.200000000000045,108.0
1054051506,382477026.0,414845984.0,12321.52,0.0,21.0,111.0
1054051508,382477026.0,414845984.0,12321.52,0.0,21.200000000000045,112.0
1054051516,382477087.0,414846011.0,12322.55,1.4,21.799999999999955,110.0
1054051519,382477129.0,414846177.0,12323.82,0.532,21.799999999999955,109.0
1054051522,382477126.0,414846233.0,12324.47,0.532,21.600000000000023,106.0
1054051527,382477152.0,414846360.0,12325.57,0.597,21.200000000000045,106.0
1054051534,382476994.0,414846413.0,12327.18,1.166,21.0,108.0
1054051535,382476963.0,414846467.0,12327.7,1.166,21.0,109.0
1054051541,382476918.0,414846581.0,12329.1,0.551,21.399999999999977,110.0
1054051544,382476998.0,414846641.0,12329.75,0.942,21.799999999999955,113.0
1054051546,382476914.0,414846724.0,12330.74,0.672,21.799999999999955,114.0
1054051553,382476711.0,414846802.0,12332.83,1.288,22.200000000000045,117.0
1054051555,382476683.0,414846925.0,12333.84,1.288,22.399999999999977,119.0
1054051557,382476872.0,414847247.0,12336.68,1.334,22.600000000000023,121.0
1054051561,382477077.0,414847212.0,12338.82,0.924,22.799999999999955,121.0
1054051568,382477040.0,414847104.0,12340.13,0.0,22.600000000000023,119.0
1054051575,382477024.0,414846809.0,12340.49,0.597,22.0,118.0
1054051577,382476966.0,414846856.0,12341.29,1.596,21.799999999999955,118.0
1054051579,382476987.0,414846506.0,12343.86,0.728,21.799999999999955,119.0
1054051582,382476932.0,414846567.0,12345.39,1.185,22.0,119.0
1054051583,382477024.0,414846519.0,12345.39,1.26,22.0,119.0
1054051587,382477165.0,414846227.0,12347.02,1.129,22.0,116.0
1054051589,382477352.0,414845858.0,12350.49,0.942,22.0,114.0
1054051591,382477439.0,414845698.0,12352.87,1.129,22.0,113.0
1054051594,382477614.0,414845900.0,12355.15,1.129,22.0,113.0
1054051595,382477653.0,414845486.0,12357.75,1.036,22.0,112.0
1054051598,382477717.0,414845272.0,12359.54,0.952,22.200000000000045,112.0
1054051599,382477767.0,414845404.0,12359.54,1.446,22.200000000000045,112.0
1054051603,382477914.0,414845657.0,12360.81,1.232,22.600000000000023,113.0
1054051605,382477976.0,414845904.0,12361.37,1.036,22.600000000000023,114.0
1054051609,382477996.0,414845930.0,12364.2,0.0,22.399999999999977,113.0
1054051612,382477907.0,414846017.0,12365.27,0.756,22.200000000000045,110.0
1054051616,382477894.0,414845920.0,12365.92,0.532,21.799999999999955,109.0
1054051617,382477865.0,414845960.0,12366.32,1.241,21.799999999999955,109.0
1054051620,382477826.0,414846080.0,12367.76,1.241,21.799999999999955,108.0
1054051623,382477676.0,414845532.0,12372.35,0.83,21.799999999999955,108.0
1054051627,382477780.0,414844957.0,12376.72,1.278,22.799999999999955,110.0
1054051629,382478067.0,414844231.0,12382.94,1.241,23.200000000000045,109.0
1054051630,382478162.0,414844168.0,12383.45,1.278,23.399999999999977,108.0
1054051633,382478202.0,414844402.0,12384.76,1.278,23.799999999999955,107.0
1054051634,382478036.0,414844698.0,12385.98,1.278,23.799999999999955,107.0
1054051637,382477713.0,414845641.0,12395.14,1.362,24.0,107.0
1054051641,382477586.0,414845944.0,12397.36,0.0,24.399999999999977,105.0
1054051646,382477138.0,414846457.0,12407.63,2.379,25.399999999999977,103.0
1054051648,382477223.0,414846572.0,12407.92,2.379,25.399999999999977,104.0
1054051651,382477455.0,414844733.0,12422.75,0.597,25.0,106.0
1054051656,382477433.0,414845457.0,12423.16,1.502,24.399999999999977,105.0
1054051662,382477534.0,414845972.0,12426.01,1.241,24.200000000000045,104.0
1054051665,382477677.0,414846470.0,12430.08,1.344,23.799999999999955,105.0
1054051667,382477692.0,414846146.0,12434.48,1.241,23.399999999999977,104.0
1054051670,382478023.0,414845677.0,12438.7,1.334,22.600000000000023,104.0
1054051671,382478169.0,414845666.0,12440.05,1.241,22.399999999999977,104.0
1054051673,382478038.0,414846171.0,12443.06,1.241,22.200000000000045,104.0
1054051675,382477863.0,414846275.0,12444.84,1.241,22.200000000000045,104.0
1054051681,382477805.0,414846232.0,12445.27,0.0,22.399999999999977,102.0
1054051685,382477831.0,414846134.0,12445.98,1.157,22.600000000000023,100.0
1054051686,382477920.0,414846132.0,12446.81,1.157,22.600000000000023,100.0
1054051687,382477801.0,414846207.0,12448.04,1.278,22.600000000000023,100.0
1054051689,382477486.0,414846218.0,12450.86,1.278,22.600000000000023,100.0
1054051690,382477431.0,414846195.0,12450.86,1.39,22.799999999999955,99.0
1054051692,382477453.0,414846172.0,12451.68,0.998,23.0,99.0
1054051698,382477284.0,414846176.0,12454.15,1.185,24.0,102.0
1054051700,382477284.0,414846176.0,12454.15,0.0,24.399999999999977,103.0
1054051705,382477247.0,414846416.0,12455.88,1.316,24.600000000000023,103.0
